Season,Episode,Scene,Character,Line
5,9,0,THE CIGAR STORE INDIAN,Written by Tom Gammill & Max Pross
5,9,2,JERRY,"You can always tell what was the best year of your father's life, because"
5,9,14,JERRY,How would you describe the smell in this house?
5,9,14,ELAINE,Dandruff?
5,9,14,JERRY,"Yeah, that's part of it. Kasha?"
5,9,14,ELAINE,There's some kasha.
5,9,14,JERRY,"Yeah. Dandruff, kasha, mothballs, cheap carpeting. It's pot pourri,"
5,9,16,ELAINE,"Alright, let's go, come on."
5,9,16,GEORGE,Wha... you're going?
5,9,16,ELAINE,"Yeah. You know we shouldn't have bowled that last game, I'm gonna be"
5,9,19,KRAMER,Egh. These aren't candies.
5,9,19,GEORGE,Kramer. did you use those? These are guest soaps! (he grabs the soaps
5,9,20,KRAMER,Well I'm a guest.
5,9,20,GEORGE,Now my parents are gonna know I had people over.
5,9,20,JERRY,You're not allowed to have people over?
5,9,20,GEORGE,I can't have any parties while they're out of town. (he leaves to return
5,9,21,KRAMER,"What, this is a party?"
5,9,21,ELAINE,"Not any more. Come on, get your ball, we're leaving. Let's go, let's go."
5,9,23,GEORGE,Wow! Who put this cup right on the new table!
5,9,23,JERRY,"I was having coffee, I put it on the coffee table."
5,9,23,GEORGE,"But you didn't use a coaster, Jerry, you left a stain! (he runs to"
5,9,24,KRAMER,"Whoah boy. There's always one at every party, huh?"
5,9,25,ELAINE,Come on!
5,9,25,JERRY,What's the big rush?
5,9,25,ELAINE,I'm having people over.
5,9,25,JERRY,Who?
5,9,25,ELAINE,"The girls for poker night. You know, Joanne, Renee, Winona..."
5,9,25,JERRY,"Eh, eh, ah. Winona's gonna be there?"
5,9,25,ELAINE,Yeah. And she broke up with the vitamin guy.
5,9,25,JERRY,Really?
5,9,25,ELAINE,I'll put in a good word for you.
5,9,25,JERRY,"Thanks, because I would really like... (distractedly puts coffee cup back"
5,9,26,GEORGE,Aaahh!!
5,9,26,JERRY,"Alright, I'm sorry. I'm sorry."
5,9,26,GEORGE,"But Jerry, this is not coming out!"
5,9,26,JERRY,Just put a coffee table book over it.
5,9,26,GEORGE,My parents don't read! They're gonna wonder what a book is doing on the
5,9,27,KRAMER,"Hey, hey, hey, hey. You know what would make a great coffee table book?"
5,9,28,ELAINE,"Got it! C'mon, let's go, let's go. Bye George."
5,9,28,GEORGE,"Wait, wait wait, not so fast. Jerry, you gotta take me to get this thing"
5,9,29,ELAINE,Now?!
5,9,29,GEORGE,"Yes, now. It's gonna take a few days and my parents are gonna be back. I"
5,9,30,ELAINE,"Jerry, you promised you'd get me home by seven."
5,9,30,KRAMER,"Alright, we'll take the subway."
5,9,30,JERRY,There you go. That'll get you home in time.
5,9,30,ELAINE,Oh! The subway? From Queens?
5,9,30,GEORGE,"Alright, Jerry, I'm gonna get my coat."
5,9,30,JERRY,"I'm sorry Elaine, I'll make it up to you."
5,9,30,ELAINE,I need something to read on the subway.
5,9,30,JERRY,"Here, read this."
5,9,30,ELAINE,
5,9,33,KRAMER,"I got history of coffee tables, celebrities and their coffee tables."
5,9,34,ELAINE,Hmm-mmm.
5,9,34,KRAMER,"So, you're gonna talk to your boss about it, huh?"
5,9,34,ELAINE,Hmm-mmm. First thing in the morning.
5,9,34,KRAMER,Yes indeed.
5,9,34,TANNOY,"Next stop, Queensboro Plaza."
5,9,34,KRAMER,"Oh, Queensboro Plaza. This stop is famous for its"
5,9,35,ELAINE,How are you gonna get something and get back on the train in time?
