Season,Episode,Scene,Character,Line
3,6,0,THE CAFE,Written by Tom Leopold
3,6,3,GEORGE,"She thinks I'm a nice guy. Women always think I'm nice, but women don't like nice."
3,6,3,JERRY,"This is amazing, I haven't seen one guy going in to that restaurant since it opened. Poor guy."
3,6,3,GEORGE,"Why is nice bad? What kind of sick society we are living in, when nice is bad?"
3,6,3,JERRY,What's that smell? What are you wearing?
3,6,3,GEORGE,Little cologne.
3,6,3,JERRY,Manly.
3,6,3,GEORGE,Monica wants me to wear it.
3,6,3,JERRY,So why didn't you say no?
3,6,3,GEORGE,I'm too nice.
3,6,3,JERRY,Poor guy. His family is probably in Pakistan waiting him to send back money. This is horrible.
3,6,3,GEORGE,She wants me to take an IQ test.
3,6,3,JERRY,That's because you're stupid enough to wear the cologne.
3,6,3,GEORGE,"No, she's taking this course in education for her masters. It's part of her research project, I have to be a guinea pig."
3,6,3,JERRY,"I've never been a guinea pig. I've been a sheep, a tody."
3,6,3,GEORGE,"You know, I can't talk to you anymore."
3,6,3,JERRY,"All right, I'm sorry. Go ahead, you're taking the IQ test."
3,6,3,GEORGE,"Yeah, and she's going to find I'm a moron. You know, people think I'm smart, but I'm not smart."
3,6,3,JERRY,Who thinks you're smart?
3,6,3,GEORGE,I'm not going to break a hundred in this thing.
3,6,3,JERRY,What thing?
3,6,3,GEORGE,You don't listen when people talk to you anymore!
3,6,3,JERRY,"Oh, the IQ thing...yeah."
3,6,3,GEORGE,I'm sure I have a low IQ. I've been lying about my SAT scores for 15 years.
3,6,3,JERRY,What did you get?
3,6,3,GEORGE,What did I get or what do I say I got?
3,6,3,JERRY,What do you say?
3,6,3,GEORGE,I say fourteen o nine .
3,6,3,JERRY,"1409, that's a good score."
3,6,3,GEORGE,You're telling me.
3,6,3,JERRY,What did you really get?
3,6,3,GEORGE,You are my friend.
3,6,3,JERRY,Of course.
3,6,3,GEORGE,"I tell you everything, right?"
3,6,3,JERRY,I hope so.
3,6,3,GEORGE,"Well, this I take to the grave."
3,6,4,JERRY,"He's serving Mexican ,Italian, Chinese. He's all over the place. That's why no one is going in."
3,6,4,ELAINE,Why do you keep watching?
3,6,4,JERRY,"I don't know, I'm obsessed with it. It's like a spider in the toilet struggling for a survival. And even if you know it's not going to make it, you kind of root it for awhile."
3,6,4,ELAINE,And then you flush.
3,6,4,JERRY,"Well, it's a spider."
3,6,4,ELAINE,"You know, sometimes people won't go in to a place, if they don't see anyone else in there."
3,6,5,ELAINE,"You have to do that? Jerry, don't do that, that is so annoying."
3,6,5,JERRY,Bazooka Joe.
3,6,6,JERRY,The buzzer.
3,6,6,ELAINE,It's your house.
3,6,6,JERRY,My house? You have to be on the lease to press to buzzer. Yeah?
3,6,6,INTERCOM,It's George.
3,6,6,JERRY,Come on up.
3,6,6,ELAINE,Casus belli.
3,6,6,JERRY,What's that?
3,6,6,ELAINE,"It's Latin. I read it in some book. I don't know, I just wanted to say it out loud."
3,6,6,JERRY,"Go in, go in!"
3,6,6,ELAINE,Have you gone in there?
3,6,6,JERRY,"No, I'm afraid if we start talking, I'm gonna wind up going partners with him."
3,6,7,GEORGE,Hi.
3,6,7,JERRY,"You know, I could probably shoot him from here. I'd be doing us both a favor."
3,6,8,GEORGE,"I'm wearing some cologne, all right?"
3,6,8,ELAINE,"Sure, fine."
3,6,8,JERRY,Casus belli.
3,6,8,ELAINE,Casus belli.
3,6,8,GEORGE,What's that?
3,6,8,ELAINE,Since when do you wear cologne?
3,6,8,GEORGE,"Why what I do is so important? Why must I be always the vocal point of attention? Let me just be, let me live."
3,6,8,JERRY,"Hey, how did you do on that IQ test?"
3,6,8,GEORGE,I didn't take it yet.
3,6,8,ELAINE,What IQ test?
3,6,8,GEORGE,What's casus belli.
3,6,8,JERRY,"Oh, it's nothing..."
3,6,8,GEORGE,Is it about me?
3,6,8,JERRY,Why must you always be the vocal point of attention? Why can't you just be? Why can't you live?
3,6,8,ELAINE,"It's just a Latin phrase George, it does not mean anything. Now, what is this test?"
3,6,8,JERRY,This woman he's dating is making him to take this IQ test for this course.
3,6,8,ELAINE,"Oh, that sounds like fun."
3,6,8,GEORGE,"Yeah, fun. IQ tests are totally bogus. They prove nothing."
3,6,8,ELAINE,"You'll do well, you're smart."
3,6,8,JERRY,"No see, he's not smart. People think he's smart, but he's not."
3,6,8,ELAINE,What did you get on your SAT's?
3,6,8,GEORGE,It varies.
3,6,8,JERRY,"You know, I don't even know my IQ."
3,6,8,ELAINE,Mine's 145.
3,6,8,JERRY,Get out of here!
3,6,8,ELAINE,You get out of here!
3,6,8,JERRY,You get out of here!
3,6,8,GEORGE,You should take the test for me.
3,6,8,JERRY,"Well, that would be something, cheating on a IQ test. Hey, remember in college when you passed Lettick the test out the window? You became a legend after that."
3,6,8,GEORGE,"Yeah, yeah I really had some guts back then. Why wouldn't we do that again?"
3,6,8,ELAINE,What?
3,6,8,GEORGE,"You could take the IQ test for me. I could pass it to you out the window. We could do it, she lives in the first floor."
3,6,8,ELAINE,Are you serious?
3,6,8,GEORGE,Why not?
3,6,8,ELAINE,Where would I take the test?
3,6,8,GEORGE,"I don't know, she lives right around the corner. Take it here or go to the coffee shop."
3,6,8,ELAINE,"No, that would be too noisy."
3,6,8,JERRY,"Take it to Dream Cafe, you won't hear a peep."
3,6,8,ELAINE,"Hey, what do you think?"
3,6,8,JERRY,"Hey, I love a good caper."
3,6,8,ELAINE,"Yeah, that's what is is, a caper."
3,6,8,GEORGE,You'll do it?
3,6,8,ELAINE,What the hey.
3,6,8,GEORGE,"Yeaah, beautiful... Sorry..."
3,6,9,BABU BHATT,Welcome to the Dream Cafe.
3,6,9,JERRY,"Well, I've been looking forward to it."
3,6,9,BABU,"Oh, how did you hear about us?"
3,6,9,JERRY,"Eh, people, people are talking."
3,6,9,BABU,Smoking or non smoking? We are proud to offer both.
3,6,9,JERRY,Non smoking would be great.
