Season,Episode,Scene,Character,Line
3,7,0,FUTURAMA,Episode 308
3,7,0,"""THAT'S LOBSTERTAINMENT""","By Patric M. Verrone Transcribed by Dave, The Neutral Planet"
3,7,1,ROBOT,"So I says, ""Super collider? I just met her!"" And then they built the super collider. Thank you, you've been a great audience."
3,7,1,FLORP,"Humorbot 5.0, ladies and gentlemen. Our next stand-up's a veteran of four comedy traffic schools. Give it way up for Bobcat Zoidberg!"
3,7,1,FRY,Alright!
3,7,1,LEELA,Yeah!
3,7,1,BENDER,"Alright, Zoidberg!"
3,7,1,ZOIDBERG,"Earth. What a planet. On Earth, you enjoy eating a tasty clam. On my planet, clams enjoy eating a tasty you. Maybe I'm not yelling loud enough. On Earth, everybody is always looking for a giant squid. On my planet -"
3,7,1,BENDER,Reload.
3,7,1,ZOIDBERG,So these three parasitic worms bore into a human's head...
3,7,1,WOMAN,"Eww, gross."
3,7,1,ZOIDBERG,"...and they walk up to the bar and then - uh-oh. Wait, stop! I've got more! Oh."
3,7,1,ZOIDBERG,My whole life I worked on that act. And they hated it.
3,7,1,HERMES,"You're a crazy, penniless, lobster doctor. No combination of you should be a comedian."
3,7,1,ZOIDBERG,But comedy is in my valves. My Uncle Harold was a big Hollywood star back in the era of silent holograms.
3,7,1,LEELA,Your uncle was Harold Zoid?
3,7,1,ZOIDBERG,This I cannot deny.
3,7,1,FARNSWORTH,"Why, I've been a Harold Zoid fan since back when my hips were made of bone. As it happens, I still have some of my original 78s."
3,7,1,HERMES,"You're right, crabby. He's a hell of a lot funnier than you could ever be."
3,7,1,ZOIDBERG,"Maybe so, but perhaps if I wrote him and asked for a few hundred pointers..."
3,7,1,ZOIDBERG,"This letter has to be very personal, so I'm writing it in my own ink. Dear Uncle Zoid, Greetings from your long-lost nephew. Norm and Sam and Sadie's boy, remember? ..."
3,7,1,ZOIDBERG,"...Now I am the most important doctor at the delivery company where I work. But, sadly, my life is bereft of laughter."
3,7,2,ZOID,"I beg of you, Mr. Funny Uncle, teach me the comedy business. Sincerely, Zoidberg. Oy, isn't that nice? He took the time."
3,7,2,WOMAN,What's that scribbldy-gook?
3,7,2,ZOID,"This is a fan letter from my rich doctor nephew who just might be my ticket out of this flophouse, he might. Yeah, you'd better run. Dear Rich Doctor Nephew, I can help you be funny. The first funny thing you must do is put all of your money in the form of a cashier's cheque and come to Hollywood."
3,7,2,ZOIDBERG,"Sincerely, Harold Zoid. P.S. Cashier's cheque. Did you hear that? I'm going to Hollywood!"
3,7,3,TOUR GUIDE,"Welcome to Hollywood! I must warn you, there's no refund if you get discovered and leave the tour! I'm just kidding, that never happens. Now, to your right, you'll see 30th Century Fox Studios. Fox uses those searchlights to blind pilots, then film the resulting plane crashes."
3,7,3,BENDER,Neat!
3,7,3,TOUR GUIDE,"Ahead, you'll see the home of Mel Gibson, star of the hit film, Bravehead. And do we have any fans of Calculon, star of the robot soap opera All My Circuits?"
3,7,3,BENDER,"Oh, I am, me! Bender is!"
3,7,3,TOUR GUIDE,Then you'll wanna get a close look at his luxurious Bel-Air home.
3,7,3,BENDER,"Yes, I will."
3,7,4,CALCULON,Are you my new hot water heater?
3,7,4,BENDER,"No, I'm Bender. We met once, remember?"
3,7,4,CALCULON,Absolutely not.
3,7,4,BENDER,"Come on, don't you remember how much I was bugging you, don't you? 'Cause it was a lot, you remember, right?"
3,7,4,CALCULON,"Look, I'm programmed to be very busy. Unless you can heat water to 212 degrees, I'm not interested. Have you got an extra GOTO 10 line? I said I don't need a bender."
3,7,4,BENDER,Bender? That was the other guy. My name's Boiler.
3,7,4,CALCULON,"Nice work, Boiler."
3,7,4,BENDER,Thanks. And call me Bender.
3,7,4,ZOIDBERG,"That's where I'm meeting Uncle Zoid for lunch to discuss my Hollywood dreams. Next time you see me, don't be surprised if I've eaten."
3,7,5,ZOIDBERG,"Uncle Zoid, you're looking young enough to be throw back!"
3,7,5,ZOID,"Rich nephew, come over here and give your uncle a nice, big meal. So, here we are: A still-famous film comedian..."
3,7,5,ZOIDBERG,"...And a rich, respected doctor with many surviving patients."
3,7,5,ZOID,"Eating real food in a restaurant, as we both often do. So, you want to be a comedian, is it?"
3,7,5,ZOIDBERG,It's my lifelong dream.
3,7,5,ZOID,Well that dream dies now. You're unfunny and untalented. That's why you're perfect for drama.
3,7,5,ZOIDBERG,"Hmm, serious drama. Perhaps it is time to give up comedy."
