Season,Episode,Scene,Character,Line
2,10,0,FUTURAMA,Episode 211
2,10,0,"""THE LESSER OF TWO EVILS""","By Eric Horstead Transcribed by Dave, The Neutral Planet"
2,10,0,ANNOUNCER,"Futurama is brought to you by......Arachno Spores! The fatal spore, with the funny name!"
2,10,0,ALIEN [ON TV],"C'mon man, I didn't fire off no laser."
2,10,0,SMITTY [ON TV],Then why is there a smoking hole in your ceiling sir?
2,10,0,ALIEN [ON TV],What? Crazy upstairs lady must've been shooting down.
2,10,0,URL [ON TV],"Sir, you're on the top floor of this particular domicile."
2,10,0,ALIEN'S WIFE [ON TV],You get that camera out of my house!
2,10,0,SMITTY [ON TV],"Just relax ma'am. Sir, sir, put down the lamp."
2,10,0,ALIEN [ON TV],
2,10,0,SMITTY [ON TV],"That's it, now put up your hands."
2,10,0,URL [ON TV],Nice and slow. Aww yeah!
2,10,0,SMITTY [ON TV],"And while you're at it, unblur your face."
2,10,0,ALIEN [ON TV],Aw man.
2,10,0,LEELA,"Hey Bender, I thought you said you were in this episode."
2,10,0,BENDER,"Nah, this week I'm on Caught On Tape 3 because of what I did in the coffee pot."
2,10,0,ALIEN [ON TV],"I'm sorry, I'm really sorry. I'm just going through some things."
2,10,0,URL [ON TV],I'm goin' in.
2,10,0,BENDER,Shut up and get to the point!
2,10,0,WOMAN [ON TV],It's like stepping back stepping back into the year 2000!
2,10,0,COWBOY [ON TV],Time for the mammoth hunt dudes!
2,10,0,EINSTEIN,Let's disco dance Hammurabi!
2,10,0,HAMMURABI,Dy-no-mite!
2,10,0,LEELA,Sounds like your kinda place Fry. Wanna go?
2,10,0,FRY,Nah. If I ever wanna go back to the year 2000 I'll just freeze myself again.
2,10,0,BENDER,"C'mon Fry, I really wanna see it. You know how I yearn for a simpler time. A time of barn dances and buggy rides, before life was cheapened by heartless hi-tech machines."
2,10,0,LEELA,But Bender you are -
2,10,0,BENDER,Blah blah blah blah blah blah blah blah blah blah blah blah...
2,10,1,FRY,"Cool, it's just like the good old days!"
2,10,1,MUGGER,Give me your wallet or I'll cut you!
2,10,1,FRY,"Hey Leela, get a picture of me being ""mugged."""
2,10,1,MUGGER,I'll take the camera too.
2,10,1,BENDER,Learning is fun.
2,10,1,LEELA,"Ooo, ancient Wall Street."
2,10,1,STOCKBROKER #1,No!
2,10,1,STOCKBROKER #2,I'm ruined!
2,10,1,TOUR GUIDE,I direct your attention to this ancient and mysterious tablet which has yet to be deciphered.
2,10,1,LEELA,Do you know what it means?
2,10,1,FRY,"Yeah I asked a cop once. It means ""Up yours kid."""
