Season,Episode,Scene,Character,Line
1,7,0,FUTURAMA,Episode 108
1,7,0,"""A BIG PIECE OF GARBAGE""","By Lewis Morton Transcribed by Dave, The Neutral Planet"
1,7,0,FARNSWORTH,"Good news, everyone. Tomorrow you'll be making a delivery to Ebola 9, the virus planet."
1,7,0,HERMES,Why can't they go today?
1,7,0,FARNSWORTH,Because tonight's a special night and I want all of you to be alive. It's the Academy of Inventors annual symposium.
1,7,0,FRY,Wow! I love symposia.
1,7,0,FARNSWORTH,It's the event of the scientific season. Every member presents an invention and the best one wins the Academy prize.
1,7,0,BENDER,Sounds boring.
1,7,0,FARNSWORTH,"Oh, my, yes. But not this year, because my latest invention is unbeatable. Behold! The death clock. Simply jam your finger in the hole and this readout tells you exactly how long you have left to live."
1,7,0,LEELA,Does it really work?
1,7,0,FARNSWORTH,Well it's occasionally off by a few seconds. What with free will and all.
1,7,0,FRY,Sounds like fun. How long do I have left to live?
1,7,0,BENDER,Ooh! Dibs on his CD player!
1,7,0,,[Opening Credits. Caption: Mr. Bender's Wardrobe By Robotany
1,7,0,FARNSWORTH,"Oh, my, yes."
1,7,0,FRY,Who's the gross nerd?
1,7,0,FARNSWORTH,"That's me at the very first symposium. I'm the Academy's oldest living member, you know. These youngsters all look up to me."
1,7,0,WERNSTROM,"Well, well, well. Look who decided to show his wrinkled face."
1,7,0,FARNSWORTH,"Why don't you just leave me alone, Wernstrom?!"
1,7,0,WERNSTROM,"Face it, Farnsworth, you're over the hill. It's time to leave science to the 120-year-olds."
1,7,0,FARNSWORTH,You young turks think you know everything. I was inventing things when you were barely turning senile.
1,7,0,WERNSTROM,"Go home before you embarrass yourself, old man. Now, if you'll excuse me, I'm going to take a nap before the ceremonies."
1,7,0,FRY,Who's that jerk?
1,7,0,FARNSWORTH,A hundred years ago he was my most promising student at Mars University. But then after one fateful pop-quiz...
1,7,0,WERNSTROM,A-minus? No one gives Ogden Wernstrom an A-minus!
1,7,0,FARNSWORTH,I'm sorry but penmanship counts.
1,7,0,WERNSTROM,I swear I'll have my revenge even if it takes me a hundred years.
1,7,0,FARNSWORTH,And here it is: Slightly over 99 years later and still no revenge. I'm essentially in the clear.
1,7,0,BENDER,"I've been perusing your fortified wine list and I've selected the '71 Hobo's Delight, the '57 Chateau Par-tay and the '66 Thunder Chevitz."
1,7,0,WAITER,"Exquisite choices, sir."
1,7,0,BENDER,And mix them all together in a big jug.
1,7,0,POPEIL,"Welcome to this years Academy of Inventors Annual Symposium, I'm your host, Ron Popeil, inventor of Mr. Microphone, the spray-on toupee and - of course - the technology to keep human heads alive in jars. But wait, there's more. We've got a whole line-up of inventors tonight, starting with that up and coming young star, Ogden Wernstrom."
1,7,0,BENDER,More wine!
1,7,0,WERNSTROM,"Distinguished members of the Academy, I present to you, the Reverse SCUBA Suit. Observe! Fetch! Now, sit! I said sit! Bad fish!"
1,7,0,FRY,"Don't worry, Professor, it's no competition for your death clock."
1,7,0,WERNSTROM,"And what will you be presenting this evening, grandpa?"
1,7,0,FARNSWORTH,Let's just say it'll put you young whippersnappers in your place!
1,7,0,WERNSTROM,I just hope it's not as lame as that death clock you presented last year.
1,7,0,FARNSWORTH,"Uh, last year, you say?"
1,7,0,WERNSTROM,That's right.
1,7,0,FARNSWORTH,"Oh, my! Did it put you young whippersnappers in your place?"
1,7,0,WERNSTROM,"Hardly! We laughed until our teeth fell out. Come along, Cinnamon."
