Season,Episode,Scene,Character,Line
2,9,0,FUTURAMA,Episode 210
2,9,0,"""PUT YOUR HEAD ON MY SHOULDER""","By Ken Keeler Transcribed by Dave, The Neutral Planet"
2,9,0,LINCOLN,Four score and 1145 years ago our forefather's foreheads conceived a new nation.
2,9,0,WASHINGTON,And this Presidents' Day we honoureth those values that my body fought and died for.
2,9,0,MALFUNCTIONING EDDIE,"Values like this brand new Plymouth V'Ger! Hi, I'm Malfunctioning Eddie and I'm malfunctioning so badly I'm practically giving these cars away!"
2,9,0,AMY,"Hey, let's go car shopping! My parents promised if I got all B's they'd buy me a bar. And I got all C's!"
2,9,0,BENDER,Mind if I tag along? I gotta bring my ass in for servicing. The recall notice says it could burst into flames in a low-speed collision.
2,9,0,FRY,No wonder you've been staying at the back of conga lines lately.
2,9,0,LEELA,"I'll get my coat. Let's go, Bender."
2,9,0,VICTOR,"Hello, I am Victor and I know many things about the art of unloading fine cars on beautiful women."
2,9,0,LEELA,Uh-huh. Now tell us she's witty and sophisticated.
2,9,0,VICTOR,"Ah-ah-ah! A gentleman always sells a lady a car first. This is the Beta Romeo. Yes, the Beta Romeo. Note the cross-your-heart seat belt which protects, lifts and separates."
2,9,0,SALESMAN,"Spotted her the minute you walked in, didn't you, sir? She's a real beauty."
2,9,0,FRY,"Yup, she's beautiful coffee alright."
2,9,0,SALESMAN,"No, the Ford Thundercougarfalconbird! Nothing makes you feel more like a man than a Thundercougarfalconbird. So how much were you thinking of spending on this Thundercougarfalconbird?"
2,9,0,FRY,"Sorry, I'm not here to buy."
2,9,0,SALESMAN,I understand and it's wonderful you don't care whether anyone questions your sexual orientation.
2,9,0,FRY,I care! I care plenty! I just don't know how to make them stop!
2,9,0,SALESMAN,One word: Thundercougarfalconbird!
2,9,0,VICTOR,"The luxurious seats are stuffed with eagle down and the dashboard inlaid with the beaks of a thousand eagles. Also, there are some eagles under the floorboards."
2,9,0,AMY,That's an awful lot of eagle.
2,9,0,VICTOR,"Yes, and yet--"
2,9,0,AMY,What's wrong?
2,9,0,VICTOR,"It is just, the luxury edition has so much more eagle. It saddens me to think of you missing out."
2,9,0,AMY,"Oh, don't be sad. My parents are paying and they're incredibly rich."
2,9,0,MECHANIC,I installed shock-absorbing bumpers to reduce the risk of catastrophic butt failure.
2,9,0,BENDER,"You, sir, have defaced a national treasure! I demand you restore my buttocks to their former glory."
2,9,0,MECHANIC,"Alright. But sooner or later that ass is gonna blow. And when it does, I just pray you're not moonin' someone you care about."
2,9,0,AMY,"Smeesh, Leela! This car has everything a beautiful woman like me needs. Victor said so."
2,9,0,VICTOR,No dog food for Victor tonight.
2,9,0,LEELA,
2,9,0,"60,000!",
2,9,0,VICTOR,"Oh, I will have to ask my manager."
2,9,0,LEELA,"Amy, you don't go up from the sticker price."
2,9,0,AMY,I thought it was an auction.
2,9,0,VICTOR,He is not too happy.
2,9,0,AMY,"I'm sorry. 80,000?"
2,9,0,AMY,Uh-oh. I'm terrible at parallel parking.
2,9,0,HERMES,And now you're asking for a day off? Get out of my and my sight! You're bogarting my patience.
2,9,0,LEELA,Hermes. Who were you yelling at?
2,9,0,HERMES,Myself. I asked myself a Valentine's Day off. But I was in no mood for any of my shenanigans.
2,9,0,FRY,"Valentine's Day's coming? Oh, crap! I forgot to get a girlfriend again. Well since neither of us has a date, why don't we..."
2,9,0,LEELA,You just assume I can't get a Valentine's date?
2,9,0,FRY,Shall we say 8 o'clock?
2,9,0,AMY,"Hey, I'm taking my new car out for a spin to Mercury. Anybody wanna come?"
2,9,0,FRY,"Yeah, OK. What's the weather like?"
2,9,0,AMY,"The usual: Boiling lead, oceans of lava."
2,9,0,FRY,"So, what? Shorts?"
2,9,0,FRY,"Boy, this A.C. is incredible! I'd better turn on the heater too. Boy, this heater is incredible! I'd better turn up the A.C. some more."
2,9,0,AMY,"Hey, how about some icy margaritas?"
2,9,0,FRY,Yeah! We're slowing down!
2,9,0,AMY,Don't worry. I'll hit the fuel guzzler!
2,9,0,FRY,Who wants pop-tarts? Uh-oh!
2,9,0,AMY,"It's OK, I have an emergency phone."
2,9,0,FRY,What are you doing?
2,9,0,AMY,Spluh! It's a video-phone. Lucky I'm a member of the Astro-Afro-Antarctico-Amer-Asian Auto Association. Hello? Septuple-A?
2,9,0,FRY,Phew!
2,9,0,AMY,"It'll be a couple hours. Oh, I'm gonna get sweat on my sweat-suit."
2,9,0,FRY,"Hey, tell me something: You've got all this money, how come you always dress like you're doing your laundry?"
2,9,0,AMY,I guess 'cause my parents keep telling me to be more ladylike. As though!
2,9,0,FRY,"I've been there. My folks were always on me to groom myself and wear underpants. What am I, the Pope?"
2,9,0,AMY,"Yeah, and if you were the Pope they'd be all, ""Straighten your Pope hat,"" and, ""Put on your good vestments"". You know, Fry, its nice to find someone I can talk to about stuff, and junk."
2,9,0,FRY,"Yeah, it's like we feel the same way about junk and stuff, or, whatever."
2,9,1,AMY,"So while they're towin' us, you wanna do it?"
2,9,1,FRY,Yeah.
2,9,1,HERMES,"Which concludes the summary of the movie I saw last night. Now, any old business? Any new business? Anyone spend the night together?"
2,9,1,AMY,Yep.
2,9,1,FRY,Kind of.
2,9,1,BENDER,What?
2,9,1,HERMES,"Oh, my God!"
2,9,1,AMY,We ran out of fuel on Mercury and one thing led to another.
2,9,1,FRY,And it led there again when we got home.
2,9,1,BENDER,"Congratulations, Fry, you snagged the perfect girlfriend. Amy's rich, she's probably got other characteristics."
2,9,1,LEELA,Bender! Romance isn't about money.
2,9,1,BENDER,"Oh, so it's just coincidence that Zoidberg here is desperately poor and miserably lonely? Puh-lease!"
2,9,1,LEELA,"For your information, it's because he's hideous."
