Season,Episode,Scene,Character,Line
4,7,0,FUTURAMA,Episode 408
4,7,0,"""GODFELLAS""","By Ken Keeler Transcribed by Dave, The Neutral Planet"
4,7,0,LEELA,Space pirates!
4,7,0,FRY,Space pirates?
4,7,0,LEELA,"You know, pirates - but in space."
4,7,1,PIRATE [ON SCREEN],Avast mateys!
4,7,2,PIRATE,Electronically transfer your space doubloons afore I send thee to Davey Jarg's locker!
4,7,3,BENDER,Hey! Keep it down you kids! I'm trying to take a nap!
4,7,4,FRY,"Come on, come on."
4,7,5,BENDER,...make Bender take a nap in a tube. Come back when I've had some sleep baby!
4,7,6,LEELA,Fry to battlestations. Fire torpedo number three.
4,7,6,FRY,Firing torpedo number three!
4,7,7,BENDER,Huh? What?
4,7,9,LEELA,That's not torpedo three. That's not torpedo three at all.
4,7,10,BENDER,Damn you Fry and Lee......la!
4,7,10,PIRATE [FROM SHIP],Too late do I realise that my children are my only real treasures.
4,7,10,BENDER,Help! Mechanical man overboard!
4,7,11,FRY,Go after him Leela!
4,7,11,LEELA,It's no use. We were going full speed when we fired him so he's going even faster than that.
4,7,11,FRY,You mean we can never catch up to him? Not even if we rub the engine with cheetah blood?
4,7,11,LEELA,I don't know how to say this Fry. But Bender is doomed to drift through space...forever.
4,7,11,FRY,He always wanted to drift forever. But through the American Southwest.
4,7,11,BENDER,"I'm going too fast. I've gotta lose momentum. Ohh. I'm gonna spend eternity alone with barely any swag. Ooo! Hey universe! Check out the dude with the rolex! Wow! Ostentatious! Except what good is a candelabra without - wait I know! Ah the pity. Fated to drift forever through the void as gravity's plaything. Oh cruel fate, to be thusly boned. Ask not for whom the bone bones. It bones for thee. The only thing that keeps me sane is the thought that I have all eternity in which to perfect my art. Ohh! Damn you!"
4,7,11,BENDER,There. Now when I'm found in a million years people will know what the score was. Hey what's bombarding me? Oh no! An asteroid field. If even a pea sized asteroid were to whiz through my skull it could - Ow! Hurt slightly! Well that was fun. Now for eons of loneliness.
4,7,11,BENDER,Huh?
4,7,11,SHRIMPKIN PRIEST,"Fellow Shrimpkins, behold he who hath taken us unto his breast."
4,7,11,BENDER,Holy frijoles!
4,7,11,SHRIMPKIN PRIEST,All bow before the great Metal Lord!
4,7,11,BENDER,Worshippers? This ought to liven up my endless tragic voyage.
4,7,11,SHRIMPKIN PRIEST,All hail the Metal Lord!
4,7,11,SHRIMPKINS,So hailed!
4,7,11,BENDER,"Hmm, those peewees think I'm God huh? Hard to blame 'em! I am the Metal Lord. Who are you?"
4,7,11,MALACHI,"I am called Malachi, Lord. It means, um, ""He who really loves the Metal Lord."""
4,7,11,BENDER,Listen here Malachi. Time for a religious donation. Hand over your wallet.
4,7,11,MALACHI,But Lord. We are a poor and simple folk.
4,7,11,BENDER,Poor? Oh crap.
4,7,11,MALACHI'S WIFE,What art thou doing Malachi Jr?
4,7,11,MALACHI JR,I'm practising to hug daddy when he gets back from God. Mmm! Mmm!
4,7,11,BENDER,"Eck! Gag unto me with a spoon! Malachi, it's high time I laid down a few commandments. You got a chisel? Take this down. Number one -"
4,7,11,MALACHI,Behold: The One Commandment.
4,7,11,BENDER,Make it a double!
4,7,11,FRY,Can you find him Professor?
4,7,11,FARNSWORTH,No. I'm afraid the smelloscope isn't powerful enough. Bender's odour is so mild it's being overpowered by local sources.
4,7,11,ZOIDBERG,"Hooray, people are paying attention to me!"
4,7,11,AMY,"Fry, we brought someone to cheer you up."
4,7,11,HERMES,His name is Helper and he's eager to be your new best friend.
4,7,11,HELPER,Hello there chum. I understand you miss your buddy! Have a pudding pop!
4,7,11,FRY,No that's I don't -
4,7,11,HELPER,Who wants to go to an amusement park?
4,7,11,FRY,"Well, I guess that sounds OK."
4,7,11,HELPER,"Have a good time. Hey, I hear your friend Bender is back."
4,7,11,FRY,What? Really?
4,7,11,HELPER,No. I just thought you would enjoy that for a moment.
4,7,11,BENDER,"Ooo! Microbrewed! My guys did alright! I think I'll make my countenance to shine down upon them! Malachi, good work. There's no slowing down with the Metal Lord tonight."
4,7,11,MALACHI,"Yes, tonight is kind of special."
4,7,11,BENDER,Wait a second. Did you rip off your own arm as a joke?
4,7,11,MALACHI,"Nay. Like most of your followers I was maimed while building the great brewery. Others died from the pestelent fumes it spewed forth. And of course, the liquor industry attracted organised crime."
4,7,11,BENDER,"Aw, it's all my fault. Malachi, tell thy people that the Lord is moved by their plight."
4,7,11,MALACHI'S WIFE,"Malachi Jr, no!"
4,7,11,MALACHI JR,"Daddy, I can't hold much longer. My arms are tired from hugging."
4,7,11,MALACHI,Save him! Save my son oh Metal Lord!
4,7,11,BENDER,"This looks like a job for God! What the? Malachi, what manner of deal is this with the chanting?"
4,7,11,MALACHI,They saw you save my son. Now everyone is praying for their own miracles.
4,7,11,BENDER,Very well. What do they want?
4,7,11,MALACHI,The people of that village pray for wealth.
4,7,11,BENDER,"Um, that was a practice miracle. Who's next?"
4,7,11,MALACHI,The farmers pray for sunlight so that their barley might make a more refreshing beer for today's God on the go.
4,7,11,BENDER,Very well. Let there be light.
4,7,11,FARMER #1,Yippee!
4,7,11,FARMER #2,Hooray!
4,7,11,BENDER,"I got it I got it! Um, when you're writing the Bible, you might want to omit that last miracle."
4,7,11,FRY,"He decided not to let go. I can't believe you're gone. I won't! If I can't reach you physically, I'll just have to try something desperately crazy!"
4,7,11,FRY,So that's my story Father Changstein el Gamahl. Is there anything religion can do to help me find my friend?
4,7,11,PRIEST,"Well, we could join together in prayer."
4,7,11,FRY,Uh-huh but is there anything useful we can do?
4,7,11,PRIEST,No.
4,7,11,GYPSY,"Sure I hold séance, channel your friend no problem. Insert coin. I am your friend...Bonder."
4,7,11,FRY,Bonder? Is it really you?
4,7,11,GYPSY,Yes. I am fine. Give the gypsy $10.
4,7,11,FRY,"Wait a minute. Bender's name isn't Bonder, it's Bender. You're a fraud!"
4,7,11,GYPSY,"Look, you want false hope or not?"
4,7,11,FRY,Only if you don't have any real hope.
4,7,11,GYPSY,"Well, there is perhaps one way. Have you heard of the Monks Of The Shubah?"
4,7,11,FRY,I've not heard of them.
4,7,11,GYPSY,"They are an ancient order who believe God exists in the depths of space. They have built the universe's most powerful radio telescope, high in the Himalayas, to search for him."
4,7,11,FRY,You think they'd let me use it to look for Bender?
4,7,11,GYPSY,"What am I psychic? I mean yes! Yes, I'm sure they will. Yes."
4,7,11,MALACHI,"Oh Metal Lord, hear my prayer."
4,7,11,BENDER,Yes Malachi what is it this time?
4,7,11,MALACHI,"My Lord, the infidels on your back no longer believe in you. They say their prayers go unheeded."
4,7,11,BENDER,Of course they're unheeded how am I supposed to hear prayers coming out of my ass?
4,7,11,MALACHI,"They talk of war against the faithful. I beseech thee. Rise up against them, smite someone who deserves it for once."
4,7,11,BENDER,"Malachi, every time I interfere I only make things worse. You're best off solving your own problems."
4,7,11,MALACHI,"But, but Metal Lord."
4,7,11,BENDER,"What part of ""nay"" doesn't thou understand?"
4,7,11,FRY,"Sir, I'm outfitting an expedition to a monestary high in the Himalayas. I'll need a long sleeved coat."
4,7,11,LEELA,"Look, I miss Bender almost half as much as you do but you can't bring him back this way. It's hopeless."
4,7,11,FRY,"You can't give up hope just because it's hopeless. You gotta hope even more and cover your ears and go ""blah blah blah blah blah blah blah!"" I'd also like a pack mule."
4,7,11,SALESMAN,At once sir!
4,7,11,LEELA,"Well, you obviously won't listen to reason, so I guess I'll listen to idioticness and come with you. But we'll need a Sherpa to guide us."
4,7,11,BENDER,Now that's one Bible that doesn't disappoint on every page! Looks like my society's running pretty well without my meddling - huh? Atomic bombs? Oh no! Those unbelievers from my backside must have found my nuclear pile!
4,7,11,MALACHI,"Fear not my Lord, we shall be with you soon."
4,7,11,BENDER,You're with me now. This is the maximum level of being with me!
4,7,11,MALACHI,We will solve our own problems as you commanded. The time has come to convert the unbelievers.
4,7,11,BENDER,Convert them?
4,7,11,MALACHI,To radioactive vapour!
4,7,11,MALACHI JR,Look Daddy! I'm hugging God! Mmm! Mmm! Maybe if I hug him real hard he'll save us from -
4,7,11,BENDER,No! Ooo it tickles!
4,7,11,BENDER,Hello? Is anyone still alive? How about in the porno theatre? Don't be embarrassed. They're dead. All dead. Who would have known playing God could have such terrible consequences?
4,7,11,LEELA,"Fry, if I drop dead from exhaustion make sure my body freezes in a dignified position. None of that huddled over for warmth crap."
4,7,11,SHERPA,Behold. The Monastery Of The Shubah. I must leave you now for I am not holy enough to enter.
4,7,11,OK.,
4,7,11,LEELA,Looks rickety. We'd better test it.
4,7,11,FEMALE VOICE,Welcome to our monastery. Please stand to one side to let faster pilgrims by.
4,7,11,BENDER,"Hey, that galaxy's signalling in binary! I gotta signal back! But I only know enough binary to as where the bathroom is. You speak English?"
4,7,11,GALAXY,I do now.
4,7,11,BENDER,What are you some kind of galactic computer?
4,7,11,GALAXY,Possible. I am user friendly. My good chum.
4,7,11,BENDER,Who built you?
4,7,11,GALAXY,I have always been.
4,7,11,BENDER,Oh my God. Are you God?
4,7,11,GOD,Possible. I do feel compasson for all living things. My good chum.
4,7,11,BENDER,"But why would God think in binary? Unless...you're not God, but the remains of a computerised space probe that collided with God."
4,7,11,GOD,That seems probable.
4,7,11,MONK #1,"A member of our brotherhood sits at these controls every hour of every day, scanning the heavens for God."
4,7,11,MONK #2,"There he is! No. No, wait, no."
4,7,11,LEELA,How long have you been at it?
4,7,11,MONK #1,"700 years. We've not yet examined one ten-millionth of the sky. But we will go on until we find the Almighty, even if it takes until the end of time."
4,7,11,FRY,And then what?
4,7,11,MONK #1,"Then we utter unto him a short prayer. You see, the telescope is also an amplifying transmitter."
4,7,11,LEELA,Sort of like a giant kareoke machine?
4,7,11,MONK #1,Not really. Would you like to see our giant kareoke machine?
4,7,11,LEELA,Not really.
4,7,11,FRY,"Hmm, finding God, that - that's important, yeah. But you know what might be a treat for everyone? If you let me use the telescope to find my lost friend Bender."
4,7,11,MONK #1,"I don't know what to say, other than absolutely not. Your loss is a tragedy but our work -"
4,7,11,FRY,"Aw c'mon, you guys have forever to look for God. All I'm asking is one measley lifetime to find my friend."
4,7,11,MONK #2,He speaks out of love for his friend. Perhaps that love in his heart is God!
4,7,11,MONK #1,Oh how convenient. A theory about God that doesn't require looking through a telescope. Get back to work!
4,7,11,FRY,That telescope is as much mine as it is anybody's. I'm using it whether you give me permission or not.
4,7,11,LEELA,Heyya! You're order may be famous for it's martial arts. But I've never met a holy man I couldn't clobber.
4,7,11,MONK #1,Actually we only practice martial arts as a form of meditation. We are a strictly non-violent sect.
4,7,11,LEELA,Oh. Then get in the laundry room or I'll kick your butts!
4,7,11,MONK #3,This is the worst crazy sect I've ever been in.
4,7,11,BENDER,"So, do you know what I'm gonna do before I do it?"
4,7,11,GOD,Yes.
4,7,11,BENDER,What if I do something different?
4,7,11,GOD,Then I don't know that.
4,7,11,BENDER,Cool cool! I bet a lot of people pray to you huh?
