Season,Episode,Scene,Character,Line
0,8,3,ETHAN,I know you're scared. It's okay.
0,8,3,CHARLIE,"What the hell are you talking about, you git? One more step --"
0,8,6,ETHAN,I'm sorry it's come to this.
0,8,8,HURLEY (O.S.),He wasn't on the plane.
0,8,10,KATE,Who wasn't on the plane?
0,8,10,HURLEY,That Canadian guy - Ethan - He isn't in the passenger manifest -
0,8,11,JACK HURLEY,Well where is he? -- Don't know -- I talked to him yesterday and --
0,8,11,KATE JACK,Jack -- Sayid... his leg -- -- Anybody seen Ethan?
0,8,11,JACK,Has anyone seen Ethan?
0,8,12,MICHAEL,"Yeah... said he was gonna get wood - took off on the path to the beach. Is he okay, man? What happened --?"
0,8,13,JACK KATE,Where's Charlie? -- What?
0,8,13,JACK,Where's Charlie?
0,8,14,LOCKE,He went after Claire.
0,8,19,LOCKE,Jack.
0,8,23,JACK,She was moving to the beach.
0,8,24,JACK (CONT'D),Claire. It's hers.
0,8,25,JACK (CONT'D),What -- what happened? Where --?
0,8,25,LOCKE,I don't know.
0,8,26,LOCKE (CONT'D),Footprints - at least three discrete sets - they're all over the place - looks like there might have been a struggle -
0,8,27,JACK,What? What is it?
0,8,27,LOCKE,Drag marks. Here... and here.
0,8,27,JACK,Charlie -- he came after her. They were together...
0,8,28,LOCKE,I think they've been taken.
0,8,29,CLAIRE! CHARLIE!,
0,8,29,LOCKE,Jack.
0,8,31,LOCKE (CONT'D),Shhhhhhhhhhh.
0,8,34,LOCKE,The tracks are still fresh.
0,8,34,JACK,It doesn't make any sense -- How could one man drag two people --
0,8,35,LOCKE,You're asking the wrong question. Not how... Why?
0,8,36,JACK,You think it was Ethan?
0,8,36,LOCKE,It certainly feels like it was Ethan.
0,8,37,JACK,By himself? How --?
0,8,37,LOCKE,"We can't account for all of our people -- And more importantly, who's to say they're even our people?"
0,8,38,LOCKE (CONT'D),Sayid said there were others.
0,8,38,JACK,"He said ""we are not alone."""
0,8,39,LOCKE,Semantics.
0,8,39,JACK,Sayid's injured -- we don't know where he went -- he's delerious...
0,8,39,LOCKE,I'm only telling you what the ground is telling me.
0,8,39,JACK,So which way is the ground saying they went?
0,8,40,LOCKE JACK,Jack -- we don't know what's going on here. -- We know enough.
0,8,40,LOCKE,"We need to prepare -- we can be back at the caves in ten minutes -- organize a search party, get weapons --"
0,8,40,JACK,"Which way did they go, Locke?"
0,8,44,JACK'S VOICE (PRE-LAP),Let's get a clamp on that artery so I can ligate above the tear -
0,8,45,JACK,- come on - come on!
0,8,47,ANESTHESIOLOGIST JACK,B.P.'s falling - she's bleeding out... -- No - I got the artery - almost there -
0,8,48,JACK (CONT'D),Let's start CPR...
0,8,48,ANESTHESIOLOGIST JACK,She's in arrest... -- 1 milligram epi - Where's that crash cart!?!
0,8,49,JACK (CONT'D),Artery's sealed - close her up -
0,8,49,ANDREA,D-fib!
0,8,52,ANDREA,We're charged -
0,8,52,JACK,Clear!
0,8,53,JACK (CONT'D),- C'mon -- C'mon back --
0,8,54,JACK (CONT'D),C'mon... Let's go... C'mon back...
0,8,55,MAN,Call it.
0,8,56,MAN (CONT'D),Call it.
0,8,57,MAN (CONT'D),Jack.
0,8,60,SHEPHARD,Call it. It's over.
0,8,65,JACK,You call it.
0,8,66,SHEPHARD,Time of death is 3:23 PM. Per the Chief of Surgery.
0,8,72,KATE,You just let him go? Alone?
0,8,72,LOCKE,Couldn't stop him. Don't worry -- I'll catch up. What's the word from the beach?
0,8,72,KATE,Nothing. Nobody's seen them.
0,8,73,KATE (CONT'D),I'm coming with you.
0,8,73,LOCKE,Figured you might.
0,8,74,SHANNON (O.S.),- What are you doing? We need to get our water and go back to the beach! This isn't our --
0,8,74,BOONE (O.S.),I heard you're forming a search party. Can I help?
0,8,75,SHANNON,Search party? This is a deserted island.
0,8,75,SHA NNON (CONT'D),"No choppers, no Amber alert - how exactly are you going to find them?"
0,8,76,LOCKE,"By following Ethan's trail - - no one can walk through wilderness without leaving signs -- bending blades of grass, breaking twigs -- especially with captives in tow."
0,8,77,LOCKE (CONT'D),"And yes, I could use another hand if you're up for it."
0,8,78,BOONE,I'm up for it.
0,8,79,LOCKE,Then let's get moving.
0,8,82,WALT,"I could take Vincent, you know, he could sniff something that belonged to Charlie and - I can help."
0,8,82,MICHAEL,"I said no, man."
0,8,83,MICHAEL (CONT'D),A lot of us don't want to just sit here waiting for news. We're willing to go out and look too.
0,8,84,LOCKE,"Thanks, but we're set. Anyone else is just going to slow us down."
0,8,84,MICHAEL,Yeah -- Okay -- so maybe I can put together another party...
0,8,84,LOCKE,Good idea. We're going north. I suggest you go south.
0,8,91,SHEPHARD,Never thought I'd see the day.
0,8,92,SHEPHARD (CONT'D),You barge into my OR to work on my patient?
0,8,93,JACK,You didn't have to do the procedure...
0,8,93,SHEPHARD,I don't have to do anything.
0,8,94,SHEPHARD,"I chose to do this procedure -- this emergency procedure -- because when that girl crashed in the E.R., they called me."
0,8,94,JACK,I was upstairs -
0,8,94,SHEPHARD,And you should have stayed there - How did you even know about...
0,8,94,JACK,One of the nurses came to get me.
0,8,95,SHEPHARD,Who?
0,8,96,SHEPHARD (CONT'D),Well. Thank God I have you and some anonymous nurse to rescue me -
0,8,96,JACK,She told me your hands were shaking.
0,8,96,SHEPHARD JACK,"My hands weren't... -- You cut her hepatic artery, she bled out -"
0,8,96,SHEPHARD,She was in a car crash - her insides were a mess -
0,8,97,JACK SHEPHARD,-- You made a mistake. -- They called me. Not you.
0,8,99,JACK,"How many drinks did you have at lunch, dad?"
0,8,101,LOCKE (V.O.),Jack. Jack.
0,8,102,LOCKE (O.S.),"Good thing you've been going in a circle. Not the best search grid, but we might not have found you otherwise."
0,8,103,KATE,You find anything?
0,8,103,JACK,No.
0,8,104,LOCKE,You should get back to the caves. Sayid's leg...
0,8,105,JACK,I dressed Sayid's leg. You found me -- Then we can find Charlie and Claire. So do we have a trail to follow or not?
0,8,105,LOCKE,Jack -- This is my fault.
0,8,105,JACK,What?
0,8,105,LOCKE,I've been hunting with Ethan. Spent time with him. Never sensed anything... Off. For everything I know -- about hunting? Tracking? Whoever he is... he knows more. If we catch up to him -- I don't want anything to happen to the only trained physician on the island. Go back and be the doctor - let me be the hunter.
0,8,106,JACK,Can we go now?
0,8,107,LOCKE,Follow me.
0,8,108,BOONE,Jack.
0,8,111,MICHAEL,"- I'm trying to help and all the guy can tell me is to ""go south."" Like what, I'm gonna get in his way or something?"
0,8,111,HURLEY,"Look, man, everyone's tweaked - Locke's feelin' it just like the rest of us -"
0,8,112,MICHAEL,"So what? I got five other guys who are going out there with me, putting our necks on the line to find Charlie and Claire. All I'm saying is I'm getting sick of being treated like a second- class citizen around here just because Mount Baldy knows how to bag a boar."
0,8,113,WALT,He knows a lot more than how to get a boar. Mr. Locke's a warrior. He knows how to hunt and track and stuff - and he's the only one who brought knives. If he told me to stay out of his way...
0,8,114,WALT (CONT'D),...I'd listen to him.
0,8,114,MICHAEL,Well I don't want you to. Y'understand?
