Season,Episode,Scene,Character,Line
0,3,4,JIN'S VOICE,What are you doing?
0,3,6,JIN,Sun! I need your help! Come here!
0,3,7,SUN,I'm sorry. I'm coming.
0,3,9,KATE,I want to know.
0,3,9,JACK,Well you're not gonna know.
0,3,9,KATE,What's the big deal?
0,3,9,JACK,It's not a big deal.
0,3,10,KATE,It's just the tattoos and you don't add up. What're you - one of those really hardcore spinal surgeons? Jack smiles -- but how he got his ink is his business.
0,3,10,JACK,Yeah. That's me. Hardcore.
0,3,11,CHARLIE,"If you two are through verbally copulating, maybe we ought to get a move on. We have a beach full of people waiting for us to go get them some drinking water... and the Great White Hunter's getting restless."
0,3,12,JACK,Okay. Let's do this.
0,3,12,KATE,"Hey, Charlie -- Ask Jack about his tattoos."
0,3,12,CHARLIE,Ah. You two have an inside joke. How wonderful for you both.
0,3,17,WAITER,"Another drink, Miss?"
0,3,21,JIN,Miss -- You left something.
0,3,21,SUN,Really? What?
0,3,22,SUN (CONT'D),My father - - is busy being host.
0,3,22,SUN (CONT'D),We need to get away. Now.
0,3,22,JIN,Where?
0,3,22,SUN,America.
0,3,23,JIN,Sun. Look at me. I love you... but I have my honor. I'm not going to kidnap you to another country.
0,3,23,SUN,It's the only chance we have to -
0,3,23,JIN SUN,Your father would never allow it. -- It's not his place to allow...
0,3,23,JIN,Just let me talk to him. I'll make him understand.
0,3,23,SUN,You don't know him.
0,3,23,JIN,I know me. Jin smiles again - radiating megawatt charm. He reaches into his jacket -- pulls out A WHITE ORCHID.
0,3,23,SUN,It's beautiful...
0,3,23,JIN,I wish it were a diamond ring. Someday it will be.
0,3,27,SUN,Jin? What's the matter? Wait...
0,3,28,WALT,Stop! Hey! Stop! Why're you --
0,3,32,WALT SUN,"Do something! He's gonna kill him! Jin, please - let him go -"
0,3,34,SAYID SAWYER,The handcuffs! -- What handcuffs?
0,3,34,SAYID SAWYER,From the Sky Marshal - I don't know what you're -
0,3,34,SAYID,Give them - - or I point him at you and let go.
0,3,35,SAYID (CONT'D),Over here - now! Sawyer LOCKS one cuff onto the wreckage. Sayid secures the second cuff around Jin's wrist and backs away - Jin is cuffed to the landing gear. All eyes turn to Sun:
0,3,35,SAYID (CONT'D),"What happened? Scared and intimidated, Sun takes a step back, alone, on the hook, and unable to communicate -"
0,3,35,JACK,Water's this way -
0,3,35,KATE,How'd you find this place?
0,3,35,JACK,Luck.
0,3,36,KATE,Luck?
0,3,36,JACK,Luck.
0,3,37,JACK,This is it.
0,3,37,LOCKE,It's amazing.
0,3,37,CHARLIE,"Absolutely... it's totally you. Locke looks away from Charlie. Kate, turns to Jack --"
0,3,37,KATE,Some luck.
0,3,38,CHARLIE,Hey - guys... shouldn't somebody look through this stuff? See if there's anything useful in there?
0,3,39,LOCKE,He's got a point.
0,3,39,CHARLIE,I do?
0,3,40,JACK,Yeah. Bring me your bottles - keep your eye out for any medical supplies - drugs in particular.
0,3,40,CHARLIE,Drugs. Right.
0,3,42,VOICE,Don't move.
0,3,43,CHARLIE,"Look, I was just going to take a -"
0,3,43,LOCKE,Do. Not. Move.
0,3,44,LOCKE (CONT'D),Jack... Kate...
0,3,45,JACK,What's going on?
0,3,45,LOCKE,He's standing on a beehive.
0,3,46,CHARLIE,What's a beehive doing there? Beehives are in trees!
0,3,46,JACK,What now?
0,3,46,LOCKE,"If he moves, he'll split the hive."
0,3,47,CHARLIE,I don't like bees - I have an irrational fear of bees - I think I'm allergic to bees - Bees and I -
0,3,47,LOCKE,Will you please be quiet?
0,3,48,LOCKE KATE,We need to find something to seal the hive - From the wreckage? Something we can fit over it?
0,3,48,LOCKE (CONT'D),"Hurry. Just hold on, Charlie -"
0,3,49,CHARLIE,...ohgodohgodohgodohgod...
0,3,51,MICHAEL,"I'm getting sick of saying this, I was just combing the beach with my"
0,3,52,SAYID,Surely there must be something you aren't telling us.
0,3,52,MICHAEL,Surely? Where are you from?
0,3,52,SAYID MICHAEL,Melbourne. Originally.
0,3,53,SAYID,Tikirt. Iraq.
0,3,53,MICHAEL,
0,3,54,SAYID,No. I am not taking off the cuffs - The cuffs stay on.
0,3,54,SAWYER,"Little louder, Omar, maybe then she'll understand you."
0,3,55,HURLEY,"Guys. I got a point-of-order question... that Chinese dude's gonna get crispy out here, how long are we keeping him tied down like that?"
0,3,55,MICHAEL,He can fry for all I care.
0,3,55,SAWYER,"Hey don't look at me, just `cause I got the metal don't mean I got the keys."
0,3,55,SAYID,"He tried to kill Michael. We all saw it, right? He stays cuffed until we know why."
0,3,60,SUN,Well?
0,3,61,JIN,Your father has given his blessing.
0,3,62,SUN,Don't ever do that again! How did you - ?
0,3,62,JIN,"I reasoned with him. After a year of management training and another on the factory floor, we'll have the money to do everything we wanted."
0,3,63,SUN,You're going to work for my father?
0,3,63,JIN,It was the honorable thing to do.
0,3,63,SUN,But -
0,3,63,JIN,"It was the only way to prove I'm... It's temporary. And with that, Jin pulls out a velvet-lined gift box - he opens it before Sun to reveal a BEAUTIFUL ENGAGEMENT RING -"
0,3,63,SUN,Jin - you can't afford this -
