Season,Episode,Scene,Character,Line
0,4,5,LOCKE (O.S.),Charlie--
0,4,7,CHARLIE,"Uh, N-no thanks, Locke. Think I'll stay in today."
0,4,10,KATE (O.S.),I take better pictures than that.
0,4,13,JACK,Just came to pick up a few things.
0,4,14,KATE,So... You're not staying.
0,4,14,JACK,Hurley and I... We've been checking out in the valley... And they're a hell of a lot safer than living out here on the beach.
0,4,14,KATE,You're mad at me.
0,4,15,JACK,"No. Kate, I'm-- I just don't understand why you won't come with me -- us. The caves are--"
0,4,15,KATE,"We crashed eight days ago. I'm not setting up house here, Jack."
0,4,15,JACK,"Look, I want off this island too. But we both know that's not gonna happen anytime soon."
0,4,16,KATE,Sayid... He has a plan...
0,4,16,JACK,To find the source of the distress signal. Yeah. I remember.
0,4,16,KATE,The transmission's coming from somewhere on the island. If we can find it --
0,4,16,JACK,"-- That signal's been playing on a loop for sixteen years. The woman who left it wasn't rescued, what makes you think it'll be different for us?"
0,4,16,KATE,Because I believe it.
0,4,17,JACK,I wish I shared your faith.
0,4,17,SAWYER (O.S.),Wouldn't mind sharing a few things with her myself.
0,4,18,KATE,"What do you want, Sawyer?"
0,4,18,SAWYER,"Not a thing, sweetheart. Heard the doc here was vacating the premises. Thought I'd best lay claim to my new digs before somebody else does."
0,4,19,JACK,I didn't build this for you to live in -- it's an infirmary.
0,4,19,SAWYER,"Not without a doctor around it ain't. Yep, I could fix this place up real nice."
0,4,20,JACK,Fine. Take the tent.
0,4,20,KATE,Jack...
0,4,20,JACK,I'll see you later. And Jack goes. Sawyer comes up behind her.
0,4,20,SAWYER,"Offer on the tent stands, Freckles. Think about it."
0,4,24,CHARLIE,Locke? Th-that you?
0,4,27,CHARLIE,It's been a week since my last confession.
0,4,28,PRIEST,"Go ahead, my son."
0,4,28,CHARLIE,"Last night, I had... physical... relations... with a girl I... I didn't even know."
0,4,28,PRIEST,I see. Anything else?
0,4,28,CHARLIE,"Yeah. Then, uh... right after that I had... y'know... relations with another girl."
0,4,28,PRIEST,"Two girls. Well, that's--"
0,4,28,CHARLIE,And then... I watched while they had... relations with each other. SILENCE. And we can read on Charlie's face that this ISN'T a joke -- that he is TRULY CONFLICTED. At war with himself.
0,4,28,PRIEST,
