Season,Episode,Scene,Character,Line
0,10,3,SAYID,A boar. Took you tarp.
0,10,3,SAWYER,It was dark -- but yeah. Pretty sure it was a boar...
0,10,3,SAYID,I thought the boar had vacated this area...
0,10,4,SAWYER,"Well, genius, I think we got some bad info."
0,10,4,SAYID,What was it doing in your tent?
0,10,4,SAWYER,It was staring at me.
0,10,5,SAWYER (CONT'D),Then it came at me. So I hit it. And it took off --
0,10,6,SAWYER (CONT'D),Into the jungle.
0,10,6,SAYID,With your tarp. Perhaps it wanted to go camping.
0,10,7,SAWYER,You enjoying yourself?
0,10,8,SAYID,A bit. Yes.
0,10,9,SAWYER,"Laugh it up, Mohammed -- I get back and find my stuff's gone, I'm coming after you."
0,10,10,SAWYER (O.S.) (CONT'D),Sayid --
0,10,11,SAWYER (CONT'D),What did you hear?
0,10,12,SAWYER (CONT'D),"After you ran into the French Woman, you said you heard something in the jungle..."
0,10,12,SAYID,I was injured and exhausted. My mind was playing tricks on me...
0,10,12,SAWYER,What did you hear?
0,10,12,SAYID,I thought I heard... whispering.
0,10,12,SAWYER,What was it saying?
0,10,12,SAYID,Why? Did you hear something?
0,10,13,SAWYER,Forget it.
0,10,14,SAWYER (CONT'D),I didn't hear anything.
0,10,14,WOMAN (PRE-LAP),What are you afraid of?
0,10,15,SAWYER,"Sweetness, I ain't the one tremblin' here --"
0,10,16,WOMAN,I can help with the investors --
0,10,16,SAWYER,-- we're not talkin' about this --
0,10,17,WOMAN,"Seriously, baby -- look at me -- How much money do you need, exactly?"
0,10,18,VOICE (O.S.),"Okay, this is really awkward..."
0,10,21,HIBBS,"...but if I don't say something now, things are liable to get downright embarrassing."
0,10,22,SAWYER,Hibbs --
0,10,22,HIBBS,Hello Sawyer. Ma'am -- I must apologize. I figured my good friend Sawyer here'd be alone. I just need a few minutes.
0,10,23,SAWYER WOMAN,Listen -- -- what's going on --
0,10,25,SAWYER,Soon as I get rid of him I'll find you and explain everything. I promise.
0,10,27,HIBBS,"Gotta hand it to you, Sawbucks. How you find women that beautiful to work your --"
0,10,28,SAWYER,"Now, if I'm not mistaken, Hibbs --"
0,10,29,SAWYER (CONT'D),I'm fairly certain I said I'd kill you if I ever saw you again.
0,10,29,HIBBS,`s why I'm here... make things right...
0,10,30,HIBBS (CONT'D),`Sides -- we both know you ain't the killin' type...
0,10,31,HIBBS (CONT'D),There -- Figure that makes us even for the Tampa job.
0,10,31,SAWYER,Now Hibbs. What could possibly make us even for the Tampa job...
0,10,31,HIBBS,"Oh, I don't know..."
0,10,33,HIBBS (CONT'D),How `bout the known whereabouts of the man who ruined your life?
0,10,34,HIBBS (CONT'D),I'm gonna make myself a drink. You want one?
0,10,35,HIBBS (CONT'D),"You remember Old Man Parks, right -- ran capper for us on that gig in Atlanta."
0,10,35,SAWYER,What about him?
0,10,35,HIBBS,"We still talk from time to time -- he's been working the wire at an off-track parlor down in Sydney. So last week, one of his regulars gets a little too sauced, starts running his mouth about his glory days as a grifter..."
0,10,36,HIBBS (CONT'D),"This guy -- ""Frank Duckett."" Real hard-luck case -- gambling addict, alcoholic, runs a shrimp truck -- You know what a shrimp truck is?"
0,10,36,SAWYER,A truck that sells shrimp?
0,10,36,HIBBS,"Damnit. It is obvious. I owe Parks a fifty... Back in the day, this guy Duckett used to be quite a hustler... He ran the romance angle -- hook the wife, take the husband for all his money. Used to be pretty good at it, too, from what I hear... Until, sadly, one of his marks in despair took a gun, shot up his wife, and blew his own head off... All in front of their little boy..."
0,10,37,HIBBS (CONT'D),"I paid Tony to pull his jacket -- turns out ""Frank Duckett"" used to be named ""Frank Sawyer..."" The name I believe you appropriated for yourself."
0,10,37,SAWYER,This is him...
0,10,37,HIBBS,That's him.
0,10,39,KATE,Thanks for the loaner.
0,10,40,JACK,Always a pleasure.
0,10,41,KATE,Anyone curious where they came from?
0,10,41,JACK,The others know there was a Marshal on the plane. Guess they assume he was travelling alone. Protecting them from terrorists. Sounded like a good theory to me.
0,10,43,KATE,You get all of the guns back?
0,10,43,JACK,All except one.
0,10,43,KATE JACK,Who...? -- How about I give you three guesses?
0,10,43,KATE,Sawyer.
0,10,44,KATE (CONT'D),I can get it back.
0,10,44,JACK,Really. How you gonna do that?
0,10,44,KATE,I speak his language.
0,10,45,JACK,"We've done this before, Kate. If I remember it right, you made out with him and never even had what you said you could get."
0,10,46,KATE,I only made out with Sawyer because torturing him didn't work.
0,10,47,JACK,Let him keep the gun. It's not worth it.
0,10,47,KATE,Why? You afraid he's gonna shoot me if I ask?
0,10,47,JACK,No. I just don't want you to owe him anything.
0,10,51,CLAIRE (O.S.),Hey.
0,10,52,CHARLIE,Hi.
0,10,53,CHARLIE (CONT'D),How are you feeling?
0,10,53,CLAIRE,Very pregnant.
0,10,54,CLAIRE (CONT'D),"I had... dreams last night. More like memories, actually. You were in them. I... They were nice dreams. Thought I'd see if you wanted to take a walk..."
0,10,55,CHARLIE,Sorry. Can't right now. There's... ...something I have to do.
0,10,55,HURLEY (O.S.),Dude -- not the golf club.
0,10,56,CHARLIE,It was all I could find.
0,10,56,HURLEY,You used the sand wedge? Jack will spaz.
0,10,57,CHARLIE,"Excuse me. We've gotta... I'll see you later, all right?"
0,10,57,CLAIRE,Sure. Yeah. All right.
0,10,59,HURLEY,Bye.
0,10,63,WHISPERED VOICE,I was gonna pay --
0,10,78,KATE,A boar. Did all this.
0,10,79,SAWYER,"Yes. A boar did all this. Last night, it wrecked my tent. Then, this morning, when I was going to get my tent back, it attacked me from behind, and ran off into the jungle. Like a coward."
0,10,80,KATE,A boar wouldn't... attack you for no reason.
0,10,80,SAWYER,"Thank you, boar expert. This one did."
0,10,81,SAWYER (CONT'D),It's harassing me...
0,10,82,KATE,What are you doing?
0,10,83,SAWYER,Gettin' even.
0,10,83,KATE,"Listen to yourself. It's a boar. Let's just... tell Locke, he'll go kill it."
0,10,83,SAWYER,Nope. It's my fight...
0,10,83,KATE,Do you know anything about hunting boar?
0,10,84,KATE (CONT'D),Those things are dangerous.
0,10,84,SAWYER,So am I.
0,10,85,KATE,You're gonna get yourself lost. Or worse...
0,10,85,SAWYER,Since when did you care?
0,10,85,KATE,I don't.
0,10,85,SAWYER,Good. Then if you'll excuse me...
0,10,86,SAWYER (CONT'D),I got some revenge to tend to.
0,10,87,HURLEY,"Dude, I know how this works..."
0,10,88,CHARLIE,Trust me. He's dead.
0,10,89,HURLEY,"We put him in the ground, everything seems cool, then when we're about to leave, his hand pops out of the dirt --"
0,10,90,CHARLIE,"S'pose we'll have to bury him deep, then..."
0,10,91,HURLEY,"Doesn't matter. There's no grave that can hold the undead. No, this ends with you and me running through the jungle, screaming and crying --"
0,10,91,CHARLIE,Hurley --
0,10,91,HURLEY,"-- and then he catches me first, `cause I'm heavy and I get cramps --"
0,10,91,CHARLIE,Hurley --
