Season,Episode,Scene,Character,Line
0,125,0,STARGATE SG1,Episode 617
0,125,0,"""DISCLOSURE""",By Joseph Mallozzi & Paul Mullie
0,125,0,CHEKOV,We've been over this Mr Ambassador.
0,125,0,CHINESE AMBASSADOR,"Our submarine, yes, yes."
0,125,0,CHEKOV,"The missile sub, Rostov was less than 75km from the impact of the meteor."
0,125,0,CHINESE AMBASSADOR,Why do you insist on maintaining this story?
0,125,0,CHEKOV,The shockwave caused severe damage and she sank to the bottom.
0,125,0,CHINESE AMBASSADOR,And in the spirit of international co operation a deep submergence rescue vehicle was sent from Pearl Harbour.
0,125,0,CHEKOV,Yes. Unfortunately the Rostov's reactor went critical before she arrived on the scene.
0,125,0,CHINESE AMBASSADOR,"I have heard your Government repeat this story time and time again. Yet according to our Naval Intelligence service, on the day in question, the submarine in question was in fact still taking on supplies in the harbour at Vladivlostok."
0,125,0,CHEKOV,"What can I say, Ambassador? Your intelligence is wrong. Not for the first time I may add."
0,125,0,CHINESE AMBASSADOR,The Americans are hiding something and have been for years now. That Russia seems to have no objection is all the more confusing.
0,125,0,CHEKOV,In the spirit of co operation.
0,125,0,CHINESE AMBASSADOR,"Please, what you call a new spirit of co operation between your two countries, Colonel, makes the Peoples Republic of China uncomfortable."
0,125,0,BRITISH AMBASSADOR,"Gentlemen, we couldn't help but overhear."
0,125,0,CHEKOV,"Yes, I was trying to explain."
0,125,0,BRITISH AMBASSADOR,"My dear Colonel, if we can agree on anything it's that your lost submarine in merely the latest in a long list of extremely unlikely events the Americans have attempted to foist upon us as ¡¥the truth'."
0,125,0,FRENCH AMBASSADOR,"Yes, the Americans are up to something."
0,125,0,BRITISH AMBASSADOR,They did summon us here for some reason.
0,125,0,CHINESE AMBASSADOR,To hear more stories of falling meteors and exploding hot air balloons.
0,125,0,CHEKOV,"Mr Ambassador, I'm sure we can provide you with the necessary evidence.."
0,125,0,HAMMOND,"That won't be necessary, Colonel."
0,125,1,BRITISH AMBASSADOR,General?
0,125,2,DAVIS,"Gentlemen, please be seated."
0,125,4,DAVIS,"Thank you. First and foremost Gentlemen, welcome to the Pentagon. Please forgive any security measures you've had to undergo in order to get here. In America, we try never to underestimate the competence or curiosity of our media. We've asked you here to inform you of a top secret operation the United States Air Force has been operating out of Cheyenne Mountain in Colorado. It's called the Stargate Program."
0,125,4,DAVIS,"Gentlemen. The Stargate. The device itself was discovered in Egypt in 1928 where it lay buried for several thousand years. In 1945, a team of scientists hoping to find a military application for the device successfully established a stable wormhole by a process of random dialling. It was, for all intents and purposes, a lucky accident, which they were unable to repeat. The Gate remained inactive. Until 8 years ago when this man, Dr Daniel Jackson, joined the programme. Dr Jackson successfully deciphered the symbols on the Gate allowing us to begin routine exploration of alien worlds. Since that time, Mr Ambassadors, we have visited literally hundreds of planets. Thousands more remain to be explored."
0,125,4,BRITISH AMBASSADOR,What?
0,125,4,FRENCH AMBASSADOR,This is absurd.
0,125,4,HAMMOND,"I know it's a lot to process, Gentlemen. The first time I saw the Gate activated, I could hardly believe my eyes.."
0,125,4,CHEKOV,It is true.
0,125,4,BRITISH AMBASSADOR,You know about this?
0,125,4,CHEKOV,The Russian Government has been aware of the Stargate programme for quite some time.
0,125,4,BRITISH AMBASSADOR,Are you quite serious? Did your President not recently call Great Britain America's closest ally?
0,125,4,HAMMOND,One of our own people illegally sold the Russians information which allowed them to temporarily operate their own program.
0,125,4,FRENCH AMBASSADOR,You have one of these Stargates?
0,125,4,CHEKOV,For a short time.
0,125,4,BRITISH AMBASSADOR,How many of these bloody things are there?
0,125,4,CHEKOV,There was another Stargate. It was recovered from the bottom of the ocean two years ago.
0,125,4,CHINESE AMBASSADOR,I don't understand.
0,125,4,DAVIS,
0,125,4,NEMESIS,
0,125,5,DAVIS,So the Gate the Russians recovered from the Pacific was the Gate first discovered in Egypt. We replaced that Gate with the one found in Antarctica five years ago.
0,125,5,HAMMOND,That Stargate has since been destroyed.
0,125,5,DAVIS,The original Gate is back in Cheyenne Mountain under lease from the Russian Government.
0,125,5,CHINESE AMBASSADOR,The explosion of your nuclear submarine was a cover story for these events?
0,125,5,HAMMOND,Actually the Rostov explosion was to cover up the explosion of a crashed Goa'uld ship.
0,125,5,DAVIS,Whereas the Stargate was aboard an Asgard ship. The Asgard.. Obviously this is very confusing at first glance.
0,125,5,BRITISH AMBASSADOR,"Oh no, no, no, no. What could be more clear. There were two different sorts of alien ships. I follow completely. You know this is much more believable than the accidental loss of a Russian submarine. Although I am a bit dubious that not one, but two reported meteors in the last few years were in fact alien ships."
0,125,5,DAVIS,Actually there were three.
0,125,6,KINSEY,Gentlemen. I'm sorry I'm late. I had a meeting on the hill that couldn't be postponed.
0,125,6,HAMMOND,Senator.
0,125,6,KINSEY,General. What have I missed?
0,125,6,FRENCH AMBASSADOR,Your officers have been telling us several tall tales as you might say.
0,125,6,KINSEY,You're telling me you've been at this God knows how long and they don't even believe you? If that doesn't take the cake. Well I don't know what they've told you but it's true. The Stargate exists and they go through the damn thing on a daily basis.
0,125,6,BRITISH AMBASSADOR,Does everyone in your Government know about this?
0,125,6,HAMMOND,"As Chairman of the Appropriations Committee, Senator Kinsey was given a full briefing."
0,125,6,KINSEY,"The truth is, I demanded to know where all the money was going and believe you me, we're talking about a lot of money. I'm sure that what you're finding hard to believe is why we would come forward with any of this. Granted the Chinese Government has threatened to go public with information that contradicts one of our cover stories, but that isn't the only reason. The fact is, due in no small part to the actions of the Stargate program's flagship team, SG1, our planet is facing imminent danger."
0,125,6,BRITISH AMBASSADOR,"So, assuming this is not some sort of elaborate hoax and there are no television cameras ready to pop out at any moment, these aliens who threaten to destroy Earth even as we speak."
0,125,6,HAMMOND,The Goa'uld.
0,125,6,BRITISH AMBASSADOR,They built the Stargate?
0,125,6,DAVIS,"No Sir. The Gate system was built by a much older race that have long since disappeared. Now while the Goa'uld regularly use the Gate, they subjugate these transplanted human races with powerful ships that are capable of interstellar travel."
0,125,6,CHINESE AMBASSADOR,Such as the one that crashed in the Pacific Ocean?
0,125,6,HAMMOND,And the Goa'uld have dozens if not hundreds of these vessels.
0,125,6,DAVIS,This is a single hatak class vessel. Each Goa'uld System Lord operates entire fleets of these. Typically a Goa'uld flagship is several times this size.
0,125,6,THE SERPENTS VENOM,
0,125,7,DAVIS,They also have mid range bombers called alkesh and small fighters known as death gliders.
0,125,7,EXODUS,
0,125,8,O'NEILL,Pull up Teal'c. Teal'c pull up!
0,125,9,HAMMOND,The Goa'uld are advanced of us in every way and there can be no doubt that they have hostile intentions.
0,125,9,BRITISH AMBASSADOR,Can we negotiate with them?
0,125,9,DAVIS,The Goa'uld are a predatory species. They will enslave a planet or in the face of resistance simply wipe out its inhabitants. They don't negotiate. Now we have witnessed Goa'uld attacks on several worlds. Their standard procedure is to begin with a long range assault launched from orbit designed to take out planetary defences and instil fear in the population.
0,125,9,THE SENTINEL,
0,125,9,DAVIS,"Once they've completed their orbital assault, they'll then be free to move in for tactical strikes against any remaining ground position."
0,125,9,SUMMIT,
0,125,10,DAVIS,After that they'll put their troops on the ground. Each mothership is capable of carrying hundreds if not thousands of warriors.
0,125,10,SUMMIT,
0,125,11,KINSEY,It was high time you were all briefed on what we're up against.
0,125,11,FRENCH AMBASSADOR,"If what you are saying is true, then the United States Government has unilaterally taken actions which have placed the whole world in jeopardy."
0,125,11,KINSEY,"Believe me, Mr Ambassador, I know how you feel. When this was first brought to my attention, I insisted the Gate was too dangerous to remain in operation. Unfortunately, I was overruled."
0,125,11,HAMMOND,"With due respect, Senator, the President took your recommendation. And it nearly resulted in disaster. It was only because of the efforts of SG1 who violated your order to shut down the Gate, that we managed to survive."
0,125,11,KINSEY,"Oh and they've done a great job since. Under your tenure, haven't they General? You managed to defeat the Goa'uld known as Apophis only to see him replaced by another more dangerous one. Isn't that a fair assessment?"
0,125,11,REVELATIONS,
0,125,12,ANUBIS,You are the one they call Thor. I am Anubis.
0,125,12,THOR,"As I have told your Lieutenant, I will reveal nothing to you."
0,125,13,ANUBIS,"This device will be implanted into your brain, it will form a link between your mind and the ship's computer. Your knowledge"
